Title:,"Time Series, Area-Averaged of Merged satellite-gauge precipitation estimate - Final Run (recommended for general use) monthly 0.1 (monthly)"
4/1/22 0:00,12.4464178
5/1/22 0:00,2.8737185
6/1/22 0:00,1.91674912
7/1/22 0:00,5.44500017
8/1/22 0:00,9.99580765
9/1/22 0:00,18.6362209
10/1/22 0:00,7.51088619
11/1/22 0:00,29.5186443
12/1/22 0:00,62.302002
1/1/23 0:00,99.8721695
2/1/23 0:00,54.1975784
3/1/23 0:00,86.3331375
4/1/23 0:00,8.00289059
5/1/23 0:00,7.78625584
6/1/23 0:00,4.18764877
7/1/23 0:00,3.26045847
8/1/23 0:00,43.0200577
9/1/23 0:00,8.55947685
10/1/23 0:00,4.77121878
11/1/23 0:00,15.8280706
12/1/23 0:00,41.747715
