Title:,"Time Series, Area-Averaged of Merged satellite-gauge precipitation estimate - Final Run (recommended for general use) monthly 0.1 (monthly)"
7/1/22 0:00,4.00596046
8/1/22 0:00,8.6236887
9/1/22 0:00,13.8368473
10/1/22 0:00,16.0428848
11/1/22 0:00,77.7115097
12/1/22 0:00,212.185455
1/1/23 0:00,214.194901
2/1/23 0:00,107.953957
3/1/23 0:00,197.15387
4/1/23 0:00,29.0487423
5/1/23 0:00,34.2875252
6/1/23 0:00,10.5603037
7/1/23 0:00,1.5627408
8/1/23 0:00,10.611845
9/1/23 0:00,20.4065552
10/1/23 0:00,24.0581913
11/1/23 0:00,62.3167
12/1/23 0:00,145.959717
